id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
index-44a46401357946fe,3182720e6ef2a070,indexed,2026-09-24,"В Туве медведь напал на туриста, вышедшего в тайгу вопреки ...",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",СибМедиа,https://news.google.com/rss/articles/CBMingFBVV95cUxPM29Yc2dxcXd3cmNpOExKcHkteF8zMGgtYmF4UHFWdnFObjBFdmV3UjU4ekw5Y21zUFZjNnd1b3I1NVFfVlpzdGNpT0FnSnE2NWlQanNhUzhNYnFxWnZ4UUhaVDV1UnlsZ3A2ZlRHMzcxZzR4aE5uY0FOV3NLeEVmS1FObmpad0k0Umt2SnFMaUdOV1M0eWhseDlIVGkxUdIBowFBVV95cUxNaFdqRkdWT2hUd2JPZHVDenRKRHZjWkpUNVRfNUVyc0hLZVoxMUQ0eDJ4RFF3dS1uVXdXQTVJbFplaFluaHNqY1B6UFg4MmltekcyVnNTWHpidm00X1FCRXNmeEdYNXFrUzhOV1JSYlBmZkhlNm9KRHZlSHZGRHptb0dHWWFhSEExQzVvSDItalV6aFkwaWdKM2laYVhtZGFGVTY4?oc=5,2026-09-24T18:54:30+00:00
index-87ca9e8faa656b30,2b15580febcf740b,indexed,2026-09-24,Погибшим при нападении медведя в Туве оказался отец хоккеиста Андрея Кузьменко,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",BFM.ru,https://news.google.com/rss/articles/CBMiSkFVX3lxTFBCdDM2Ykl1RDMzdXVmeTB4SXlpTmxiUnBSbEhramk4ZzlrdzAwZDFtUUZpVHNTaE9VUkZ4cWpGUUk0dVhRMUNpbk130gFKQVVfeXFMUEJ0MzZiSXVEMzN1dWZ5MHhJeWlObGJScFJsSGtqaThnOWt3MDBkMW1RRmlUc1NoT1VSRnhxakZRSTR1WFExQ2luTXc?oc=5,2026-09-24T18:54:30+00:00
index-8b853e1ef31526d1,b05aa383b8cd5e9f,indexed,2026-09-24,Турист из Москвы умер после нападения медведя в Туве,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Росбалт,https://news.google.com/rss/articles/CBMiowFBVV95cUxNQzdPSUszcWdvaEYwUmtaNmRrMlRaOXJwSWhfTEdhSW43cHNaVEI3bGNmSzBMTGdEQ252QTJ0Rm1FSmE1SE90Rkg4LXAtbVBsREZZeXRadnNBdVBPZ3ZTNDZBQU9idTBaWTBzVm9MWElBcFR4dW5sSndHaDhVR2FvWUs0VjhpMm8wWFNoSTdBS25QMGJWSUdQdC1CLVc5M1NHUnpN?oc=5,2026-09-24T18:54:30+00:00
index-e1c090c97cb4a3aa,8a95a938c015e6de,indexed,2026-09-24,"В Туве скончался мужчина, пострадавший при нападении медведя",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",tmgnews.ru,https://news.google.com/rss/articles/CBMimAFBVV95cUxQTFd1ekp3S1haUkh5TEpnSkVqY2dXNnpOaU9LOW5ZZHd3b1c1eFVMWGFtRzZzbmVtdmQ0TV9ZNl9xdlNRUGdBRTZ5dlJ3cmk1RVdGRGU1SlZyTzFpZjNOcEI4Z2VlenFmdzFwOVlNbFBLc2xKTENNalV4MEF0TjJUeTNRcVN0aHNodU9kcXRkRVJiZ1BfQUpkWg?oc=5,2026-09-24T18:54:30+00:00
index-b989102977630a14,4024fdd4a5e60580,indexed,2026-09-24,"Московский турист, ""жутко"" пострадавший в Туве от нападения медведя, умер в больнице",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Amic.ru,https://news.google.com/rss/articles/CBMitgFBVV95cUxQSFVjRTRpcDNLTHA1cmpnQ2c1bWtaZnNick53RHQ4dE82dzAxQzFBcC0tZHE2aVRuVHdrdnlRcmFaNVRqTDBzcFBGbU5RYUhkZ2F0bl9fRzk2OTNoa1QwdDhkYjBQb08zOUxuMEZjcEF1b25Zb3JQUVZQcGhTQ2ZzR2x2RTJIQktQOEMtV1hFOHVpcEdRcDlCVWZiY05faERSM2JaZHBhZGs3ZEJDQ05MdHo0TU4wQdIBS0FVX3lxTE9FRk1XTkhvMFFxeEI2Z0NYMGhWMHhkMnFPZGlOcXpMcDJCa2N3b3FHR19ZSEdzTllINFk0YVJqNk95U1c2ZGhZV053VQ?oc=5,2026-09-24T18:54:30+00:00
index-9d6ac9b4253aa64c,02f6a8eb3d7625ff,indexed,2026-09-24,Турист из Москвы погиб от лап медведя в Туве,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",irk.today,https://news.google.com/rss/articles/CBMigAFBVV95cUxPbHRCWHRsbkZXWGVYZGRiNU1CXzhGNE1lVll1RWhfQ3A1UDNmN01laVBYYkhoQUJ0OXp4dXQ5ZWt2V1h6S3NaOGMxTFJTUVN5dzNxZjRRVkVXMVRIa2pndmF4R2lQYU9pUjR5aUxJUVFZWmZ1bzY3NW14bjNheXlJTg?oc=5,2026-09-24T18:54:30+00:00
index-dd08308f3c7638d0,90ba3c85e108cdc8,indexed,2026-09-24,Умер в больнице после нападения медведя отец 30-летнего игрока НХЛ Андрея Кузьменко,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",The Voice Mag,https://news.google.com/rss/articles/CBMixwFBVV95cUxPbE9CVVBnOF81TEJxNHo5ZVNqT0Y0WTZtNko2UXB1eDVvWnExYVREdWppaXJLSG5pMk1UaVFGc1l4ckdubngzV3lFTGUwejctWTBjeVVzbHg2a2hGUWsyWV9DNmMyNGJ3TWJfSVBuekI0TnU5TlpiLVJXcVZOYkk2eGlEVXBjTEx3dEpacV9OOElJUXFwVldxTGdYTzQyUnF6SzBrTG9CTnoxWWFjRk1HYzh2ZG5ydmxqUXptMHZqVzRMUXVUSTNN?oc=5,2026-09-24T18:54:30+00:00
index-e1b2ea02b86a6944,6199454d851bd4cc,indexed,2026-09-24,Медведь напал на рыбака из Москвы в Республике Тыва,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ircity.ru,https://news.google.com/rss/articles/CBMib0FVX3lxTE1IbDZvc19IZm52cXFCWnlQNDB0VlNoZnRTVTB3bW83MXJQd0l4YlE4NTZjNF9hY1JiR210bnNzSTJOVUFuWHZtOE1TeUlIVWV1YnEwX1NPNnVFQ2Z2RGtGZnBZVUp5dHhFQURnV2lydw?oc=5,2026-09-24T18:54:30+00:00
index-a0be488e58e82816,b225ee243b99caa2,indexed,2026-09-24,Медведь растерзал туриста из Москвы в тайге Тувы,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Piter.tv,https://news.google.com/rss/articles/CBMie0FVX3lxTE11clZKNVNfZmtHS1FydjkwdmxyWGZ3dHJMMUdxOE91UExCRGxPZU5WU1hSYWRBbjBtYldLN3pSRFRzOXlDeVZ2NjBzQmJBM3JNLVNOYjlRMmJGLWNiRzNnYmpKUnhpTVEtbkUxcUhCc3RWbk1DYnBuNlRsMA?oc=5,2026-09-24T18:54:30+00:00
index-7a68c454f25c073c,86abd4b3ccc56de2,indexed,2026-09-24,17 человек погибли после нападений медведей в Сибири и на Дальнем Востоке: что происходит в регионах,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Сиб.фм..,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPUzF2YlExdkxIOHZvaTlRbnpESXdMVEh3N19tTk5XUXZ3WnFickpGOE9ZVnpmNEVyOTQ2bzZGZ1AxZ0QwQ2hBWllPU294TklqaFBtUFR5alV4ZDVxWkxYZTJpOE5GbGpBSmxlblZLWUc0dGpnODZhOFhJMHEwTGduTUtxOVBxbEFjSXFFeGdFUnV5N3VhYlQzVjJkQW5aUGphWENyZldvOVlELTczbDlfWDRLXzRCZE9mWmU4MEtOYnFyc3Q3dVJOY2kzQ2JIRUhL0gHQAUFVX3lxTE9TMXZiUTF2TEg4dm9pOVFuekRJd0xUSHc3X21OTldRdndacWJySkY4T1lWemY0RXI5NDZvNkZnUDFnRDBDaEFaWU9Tb3hOSWpoUG1QVHlqVXhkNXFaTFhlMmk4TkZsakFKbGVuVktZRzR0amc4NmE4WEkwcTBMZ25NS3E5UHFsQWNJcUV4Z0VSdXk3dWFiVDNWMmRBblpQamFYQ3JmV285WUQtNzNsOV9YNEtfNEJkT2ZaZTgwS05icXJzdDd1Uk5jaTNDYkhFSEs?oc=5,2026-09-24T18:54:30+00:00
index-703a3f9a70ce71b7,d9230fe4f7de5723,indexed,2026-09-24,Турист из Москвы погиб после нападения медведя во время рыбалки в Туве,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",newslab.ru,https://news.google.com/rss/articles/CBMiRkFVX3lxTFBaSnM4VFpuU1ZPdDMtOC1jNFJpaGNPcEpRdjdjLThfRUQwZks1SmxhQXB0VklBX3JZUEtkMTlPZzJrMDgwRWfSAVpBVV95cUxOTGg3TnhYU0l5dHpmZmJLcDRaVUtaejNWbGloSl9rMTAyM21sVC1GX2ItSjNYQkVpMTRHMm0yYUtxSng2VU5jaTltbEx6SjYxNjlPRzFIMEpfYXc?oc=5,2026-09-24T18:54:30+00:00
